,Time,Country,Series,Pay period,Value
2377,2002,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.13
2378,2003,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.29
2379,2004,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.38
2380,2005,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.3
2381,2006,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.37
2382,2007,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.66
2383,2008,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.92
2384,2009,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.08
2385,2010,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.1
2386,2011,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.24
2387,2012,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.19
2388,2013,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.19
2389,2014,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.45
2390,2015,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.76
2391,2016,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.83
2392,2017,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.82
2393,2018,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.11
2394,2019,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.03
2395,2020,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.02
2396,2021,Latvia,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.4
2397,2001,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,1.56
2398,2002,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,1.67
2399,2003,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,1.9
2400,2004,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.04
2401,2005,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,1.91
2402,2006,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.02
2403,2007,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.44
2404,2008,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.82
2405,2009,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.07
2406,2010,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.1
2407,2011,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.3
2408,2012,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.23
2409,2013,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.23
2410,2014,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,3.62
2411,2015,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.06
2412,2016,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.17
2413,2017,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.16
2414,2018,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.59
2415,2019,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.47
2416,2020,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,4.46
2417,2021,Latvia,In 2021 constant prices at 2021 USD PPPs,Hourly,5.02
2418,2001,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2210.72
2419,2002,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2365.83
2420,2003,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2681.23
2421,2004,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2885.58
2422,2005,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2703.16
2423,2006,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,2854.48
2424,2007,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,3457.05
2425,2008,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,3994.2
2426,2009,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,4340.09
2427,2010,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,4387.68
2428,2011,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,4671.04
2429,2012,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,4567.91
2430,2013,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,4569.26
2431,2014,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,5116.71
2432,2015,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,5746.28
2433,2016,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,5897.61
2434,2017,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,5884.57
2435,2018,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,6494.26
2436,2019,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,6316.67
2437,2020,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,6302.86
2438,2021,Latvia,In 2021 constant prices at 2021 USD exchange rates,Annual,7096.44
2439,2001,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,3260.19
2440,2002,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,3488.93
2441,2003,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,3954.06
2442,2004,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,4255.41
2443,2005,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,3986.39
2444,2006,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,4209.55
2445,2007,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,5098.17
2446,2008,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,5890.32
2447,2009,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,6400.41
2448,2010,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,6470.59
2449,2011,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,6888.47
2450,2012,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,6736.38
2451,2013,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,6738.36
2452,2014,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,7545.7
2453,2015,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,8474.15
2454,2016,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,8697.31
2455,2017,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,8678.07
2456,2018,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,9577.19
2457,2019,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,9315.3
2458,2020,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,9294.94
2459,2021,Latvia,In 2021 constant prices at 2021 USD PPPs,Annual,10465.25
2460,2001,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.87
2461,2002,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.89
2462,2003,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.89
2463,2004,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.9
2464,2005,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.92
2465,2006,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.94
2466,2007,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.95
2467,2008,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.94
2468,2009,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.97
2469,2010,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.99
2470,2011,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.99
2471,2012,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.02
2472,2013,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.04
2473,2014,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.05
2474,2015,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.05
2475,2016,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.04
2476,2017,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.07
2477,2018,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.1
2478,2019,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.13
2479,2020,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.16
2480,2021,Colombia,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.16
2481,2001,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.08
2482,2002,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.11
2483,2003,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.12
2484,2004,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.16
2485,2005,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.19
2486,2006,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.25
2487,2007,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.26
2488,2008,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.25
2489,2009,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.32
2490,2010,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.36
2491,2011,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.37
2492,2012,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.43
2493,2013,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.48
2494,2014,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.52
2495,2015,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.51
2496,2016,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.49
2497,2017,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.56
2498,2018,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.63
2499,2019,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.69
2500,2020,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.78
2501,2021,Colombia,In 2021 constant prices at 2021 USD PPPs,Hourly,2.78
2502,2001,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2544.99
2503,2002,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2585.44
2504,2003,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2593.01
2505,2004,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2640.19
2506,2005,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2678.23
2507,2006,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2746.35
2508,2007,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2765.99
2509,2008,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2750.81
2510,2009,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2842.37
2511,2010,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2880.46
2512,2011,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2896.75
2513,2012,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,2970.8
2514,2013,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3029.23
2515,2014,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3076.23
2516,2015,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3064.87
2517,2016,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3050.23
2518,2017,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3128.77
2519,2018,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3209.36
2520,2019,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3286.15
2521,2020,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3397.48
2522,2021,Colombia,In 2021 constant prices at 2021 USD exchange rates,Annual,3397.64
2523,2001,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6078.28
2524,2002,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6174.9
2525,2003,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6192.97
2526,2004,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6305.67
2527,2005,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6396.5
2528,2006,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6559.21
2529,2007,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6606.11
2530,2008,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6569.87
2531,2009,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6788.53
2532,2010,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6879.51
2533,2011,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,6918.42
2534,2012,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7095.27
2535,2013,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7234.81
2536,2014,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7347.06
2537,2015,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7319.94
2538,2016,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7284.98
2539,2017,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7472.55
2540,2018,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7665.03
2541,2019,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,7848.43
2542,2020,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,8114.32
2543,2021,Colombia,In 2021 constant prices at 2021 USD PPPs,Annual,8114.7
2544,2001,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.77
2545,2002,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.74
2546,2003,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.76
2547,2004,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.74
2548,2005,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.75
2549,2006,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.77
2550,2007,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.78
2551,2008,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.82
2552,2009,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.84
2553,2010,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.91
2554,2011,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.93
2555,2012,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.96
2556,2013,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.98
2557,2014,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.97
2558,2015,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.09
2559,2016,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.15
2560,2017,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.11
2561,2018,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.12
2562,2019,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.13
2563,2020,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.17
2564,2021,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.46
2565,2001,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.06
2566,2002,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.02
2567,2003,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.04
2568,2004,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.01
2569,2005,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.03
2570,2006,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.06
2571,2007,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.09
2572,2008,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.15
2573,2009,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.19
2574,2010,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.3
2575,2011,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.35
2576,2012,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.4
2577,2013,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.43
2578,2014,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.42
2579,2015,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.62
2580,2016,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.72
2581,2017,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.66
2582,2018,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.67
2583,2019,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.69
2584,2020,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,3.76
2585,2021,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Hourly,4.25
2586,2001,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4786.81
2587,2002,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4727.03
2588,2003,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4761.98
2589,2004,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4707.36
2590,2005,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4742.62
2591,2006,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4794.04
2592,2007,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4836.24
2593,2008,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4933.79
2594,2009,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,4993.46
2595,2010,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5170.73
2596,2011,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5236.99
2597,2012,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5325.68
2598,2013,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5371.55
2599,2014,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5348.62
2600,2015,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5667.65
2601,2016,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5827.67
2602,2017,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5734.43
2603,2018,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5746.15
2604,2019,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5778.91
2605,2020,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,5882.12
2606,2021,Costa Rica,In 2021 constant prices at 2021 USD exchange rates,Annual,6657.55
2607,2001,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8293.52
2608,2002,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8189.94
2609,2003,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8250.49
2610,2004,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8155.87
2611,2005,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8216.96
2612,2006,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8306.05
2613,2007,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8379.17
2614,2008,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8548.18
2615,2009,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8651.55
2616,2010,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,8958.69
2617,2011,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9073.49
2618,2012,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9227.15
2619,2013,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9306.62
2620,2014,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9266.9
2621,2015,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9819.65
2622,2016,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,10096.89
2623,2017,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9935.35
2624,2018,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,9955.66
2625,2019,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,10012.4
2626,2020,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,10191.24
2627,2021,Costa Rica,In 2021 constant prices at 2021 USD PPPs,Annual,11534.71
2628,2001,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.575461909
2629,2002,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.59593282
2630,2003,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.764101272
2631,2004,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.76476381
2632,2005,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.776383405
2633,2006,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.775228724
2634,2007,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,0.873387335
2635,2008,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.058281725
2636,2009,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.179247564
2637,2010,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.111635399
2638,2011,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.173002446
2639,2012,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.185431712
2640,2013,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.27189224
2641,2014,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.423159768
2642,2015,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.655872404
2643,2016,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,1.916805962
2644,2017,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.329734048
2645,2018,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,2.967191418
2646,2019,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.126050992
2647,2020,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.37798077
2648,2021,Romania,In 2021 constant prices at 2021 USD exchange rates,Hourly,3.244867041
2649,2001,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.209619061
2650,2002,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.25264885
2651,2003,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.606138388
2652,2004,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.60753104
2653,2005,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.631955392
2654,2006,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.629528257
2655,2007,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,1.835857338
2656,2008,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.224504743
2657,2009,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.478774543
2658,2010,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.336653992
2659,2011,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.465647326
2660,2012,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.491773604
2661,2013,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.673513351
2662,2014,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,2.991477203
2663,2015,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,3.480638408
2664,2016,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,4.029119897
2665,2017,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,4.89709339
2666,2018,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,6.237026709
2667,2019,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,6.570949018
2668,2020,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,7.10050459
2669,2021,Romania,In 2021 constant prices at 2021 USD PPPs,Hourly,6.820699965
2670,2001,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1176.502844
2671,2002,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1218.349143
2672,2003,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1562.1626
2673,2004,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1563.517122
2674,2005,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1587.272739
2675,2006,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1584.912058
2676,2007,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,1785.591885
2677,2008,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2163.598192
2678,2009,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2410.90613
2679,2010,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2272.676815
2680,2011,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2398.138334
2681,2012,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2423.549279
2682,2013,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2600.313024
2683,2014,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,2909.569978
2684,2015,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,3385.339138
2685,2016,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,3918.80218
2686,2017,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,4763.012938
2687,2018,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,6066.25801
2688,2019,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,6391.037585
2689,2020,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,6695.908548
2690,2021,Romania,In 2021 constant prices at 2021 USD exchange rates,Annual,6633.950395
2691,2001,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,2473.005151
2692,2002,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,2560.965935
2693,2003,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,3283.660704
2694,2004,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,3286.507904
2695,2005,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,3336.442134
2696,2006,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,3331.479992
2697,2007,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,3753.308334
2698,2008,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,4547.876363
2699,2009,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,5067.716843
2700,2010,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,4777.159272
2701,2011,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,5040.878978
2702,2012,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,5094.292701
2703,2013,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,5465.849518
2704,2014,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,6115.90663
2705,2015,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,7115.971856
2706,2016,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,8237.309435
2707,2017,Romania,In 2021 constant prices at 2021 USD PPPs,Annual,10011.8377
